[2025-07-30 07:41:27] =========================================
[2025-07-30 07:42:59] ℹ️ 提取设备：zr-2660（芯片：mt7621-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：z-router-zr-2660（芯片：mt7621-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：vixmini（芯片：mt7628an-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：glinet-vixmini（芯片：mt7628an-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：cf-e390ax（芯片：mt7621-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：comfast-cf-e390ax（芯片：mt7621-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：zbt-we2026（芯片：mt7620n-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：zbtlink-zbt-we2026（芯片：mt7620n-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：dir-2660（芯片：mt7621-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：dlink-dir-2660-a1（芯片：mt7621-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：wrc-1167gst2（芯片：mt7621-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：elecom-wrc-1167gst2（芯片：mt7621-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：kn-1910（芯片：mt7621-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：keenetic-kn-1910（芯片：mt7621-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：wn-ax1167gr（芯片：mt7621-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：iodata-wn-ax1167gr（芯片：mt7621-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：wl-wn531g3（芯片：mt7620a-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：wavlink-wl-wn531g3（芯片：mt7620a-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：wl-wn530hg4（芯片：mt7620a-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：wavlink-wl-wn530hg4（芯片：mt7620a-soc）
[2025-07-30 07:42:59] ℹ️ 提取设备：na930（芯片：mt7620a-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：sercomm-na930（芯片：mt7620a-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：wrtnode2p（芯片：mt7628an-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：wrtnode-wrtnode2p（芯片：mt7628an-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：zbt-wa05（芯片：mt7620n-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：zbtlink-zbt-wa05（芯片：mt7620n-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：zyxel-keenetic-omni-ii（芯片：mt7620n-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：sanlinking（芯片：mt7620a-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：d240（芯片：mt7620a-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：sanlinking-d240（芯片：mt7620a-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：ea6350（芯片：mt7621-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：linksys-ea6350-v4（芯片：mt7621-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：gl-mt300n-v2（芯片：mt7628an-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：glinet-gl-mt300n-v2（芯片：mt7628an-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：dir-3040（芯片：mt7621-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：dlink-dir-3040-a1（芯片：mt7621-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：xiaomi-miwifi-mini（芯片：mt7620a-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：hak5（芯片：mt7628an-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：pineapple（芯片：mt7628an-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：mark（芯片：mt7628an-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：7（芯片：mt7628an-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：hak5-wifi-pineapple-mk7（芯片：mt7628an-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：kn-3510（芯片：mt7621-soc）
[2025-07-30 07:43:00] ℹ️ 提取设备：keenetic-kn-3510（芯片：mt7621-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：dir-320（芯片：rt5350-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：dlink-dir-320-b1（芯片：rt5350-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：hnet（芯片：mt7620a-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：c108（芯片：mt7620a-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：hnet-c108（芯片：mt7620a-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：kn-1713（芯片：mt7628an-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：keenetic-kn-1713（芯片：mt7628an-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：mpr-a2（芯片：rt5350-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：hame-mpr-a2（芯片：rt5350-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：re500（芯片：mt7621-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：tplink-re500-v1（芯片：mt7621-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：comfast-cf-wr758ac-v2（芯片：mt7628an-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：yk-l1c（芯片：mt7620a-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：youku-yk-l1c（芯片：mt7620a-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：zbtlink-zbt-wg1608-32m（芯片：mt7621-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：sim（芯片：mt7621-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：simax1800t（芯片：mt7621-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：sim-simax1800t（芯片：mt7621-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：a604m（芯片：mt7628an-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：iptime-a604m（芯片：mt7628an-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：d105（芯片：rt3050-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：huawei-d105（芯片：rt3050-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：f5d8235（芯片：rt3052-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：belkin-f5d8235-v2（芯片：rt3052-soc）
[2025-07-30 07:43:01] ℹ️ 提取设备：ubnt-unifi-6-lite（芯片：mt7621-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：tplink-re305-v1（芯片：mt7628an-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：cpe200（芯片：mt7628an-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：yuncore-cpe200（芯片：mt7628an-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：dir-1960（芯片：mt7621-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：dlink-dir-1960-a1（芯片：mt7621-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：k2g（芯片：mt7620a-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：phicomm-k2g（芯片：mt7620a-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：wndr3700（芯片：mt7621-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：netgear-wndr3700-v5（芯片：mt7621-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：wsr-1166dhp（芯片：mt7621-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：buffalo-wsr-1166dhp（芯片：mt7621-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：mzk-dp150n（芯片：rt5350-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：planex-mzk-dp150n（芯片：rt5350-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：xiaomi-mi-router-4a-100m（芯片：mt7628an-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：alphanetworks-asl26555-16m（芯片：rt3050-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：raisecom（芯片：mt7621-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：msg1500（芯片：mt7621-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：x00（芯片：mt7621-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：raisecom-msg1500-x-00（芯片：mt7621-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：electronics（芯片：mt7621-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：telco-electronics-x1（芯片：mt7621-soc）
[2025-07-30 07:43:02] ℹ️ 提取设备：a1004ns（芯片：mt7620a-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：iptime-a1004ns（芯片：mt7620a-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：snr-cpe-me2-sfp（芯片：mt7621-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：snr-snr-cpe-me2-sfp（芯片：mt7621-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：whr-g300n（芯片：rt3052-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：buffalo-whr-g300n（芯片：rt3052-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：mzk-ex750np（芯片：mt7620a-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：planex-mzk-ex750np（芯片：mt7620a-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：11ac（芯片：mt7621-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：nas（芯片：mt7621-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：wevo-11acnas（芯片：mt7621-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：wrtnode2r（芯片：mt7628an-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：wrtnode-wrtnode2r（芯片：mt7628an-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：we410443（芯片：mt7621-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：arcadyan-we410443（芯片：mt7621-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：etisalat（芯片：mt7621-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：s3（芯片：mt7621-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：etisalat-s3（芯片：mt7621-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：e5600（芯片：mt7621-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：linksys-e5600（芯片：mt7621-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：all5003（芯片：rt5350-soc）
[2025-07-30 07:43:03] ℹ️ 提取设备：allnet-all5003（芯片：rt5350-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：jotale-js76x8-8m（芯片：mt7628an-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：firefly（芯片：mt7621-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：firewrt（芯片：mt7621-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：firefly-firewrt（芯片：mt7621-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：tx1801（芯片：mt7621-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：h3c-tx1801-plus（芯片：mt7621-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：intenso（芯片：rt5350-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：memory（芯片：rt5350-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：move（芯片：rt5350-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：intenso-memory2move（芯片：rt5350-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：m1800（芯片：mt7621-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：cudy-m1800（芯片：mt7621-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：rt-ac85p（芯片：mt7621-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：asus-rt-ac85p（芯片：mt7621-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：dir-510l（芯片：mt7620a-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：dlink-dir-510l（芯片：mt7620a-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：vocore2（芯片：mt7628an-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：wrh-300cr（芯片：mt7620n-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：elecom-wrh-300cr（芯片：mt7620n-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：750gr3（芯片：mt7621-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：mikrotik-routerboard-750gr3（芯片：mt7621-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：dir-3060（芯片：mt7621-soc）
[2025-07-30 07:43:04] ℹ️ 提取设备：dlink-dir-3060-a1（芯片：mt7621-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：m11g（芯片：mt7621-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：mikrotik-routerboard-m11g（芯片：mt7621-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：motorola（芯片：mt7628an-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：mwr03（芯片：mt7628an-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：motorola-mwr03（芯片：mt7628an-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：flex（芯片：mt7621-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：ubnt-usw-flex（芯片：mt7621-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：ar670w（芯片：rt2880-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：airlink101-ar670w（芯片：rt2880-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：dir-2640（芯片：mt7621-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：dlink-dir-2640-a1（芯片：mt7621-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：dual-q（芯片：mt7621-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：h721（芯片：mt7621-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：dual-q-h721（芯片：mt7621-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：tew714tru（芯片：rt5350-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：trendnet-tew-714tru（芯片：rt5350-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：dm203（芯片：mt7620a-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：domywifi-dm203（芯片：mt7620a-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：dir-810l（芯片：mt7620a-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：dlink-dir-810l（芯片：mt7620a-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：tplink-tl-wr840n-v5（芯片：mt7628an-soc）
[2025-07-30 07:43:05] ℹ️ 提取设备：dir-867（芯片：mt7621-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：dlink-dir-867-a1（芯片：mt7621-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：bl100（芯片：mt7620a-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：bolt-bl100（芯片：mt7620a-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：wr1000（芯片：mt7628an-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：cudy-wr1000（芯片：mt7628an-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：widora-neo-16m（芯片：mt7628an-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：wl-wn575a3（芯片：mt7628an-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：wavlink-wl-wn575a3（芯片：mt7628an-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：ew-7478apc（芯片：mt7620a-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：edimax-ew-7478apc（芯片：mt7620a-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：wrc-1750gs（芯片：mt7621-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：elecom-wrc-1750gs（芯片：mt7621-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：tl-wa801nd（芯片：mt7628an-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：tplink-tl-wa801nd-v5（芯片：mt7628an-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：fap690（芯片：mt7621-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：yuncore-fap690（芯片：mt7621-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：allnet-all0256n-8m（芯片：rt3050-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：x3a（芯片：mt7621-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：oraybox-x3a（芯片：mt7621-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：w306r（芯片：rt3052-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：tenda-w306r-v2（芯片：rt3052-soc）
[2025-07-30 07:43:06] ℹ️ 提取设备：quad-e4g（芯片：mt7621-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：alfa-network-quad-e4g（芯片：mt7621-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：ti-bq32000（芯片：mt7621-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：whr-300hp2（芯片：mt7620a-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：buffalo-whr-300hp2（芯片：mt7620a-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：dwr-960（芯片：mt7620a-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：dlink-dwr-960（芯片：mt7620a-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：cr6608（芯片：mt7621-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：xiaomi-mi-router-cr6608（芯片：mt7621-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：u25awf-h1（芯片：mt7620a-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：kimax-u25awf-h1（芯片：mt7620a-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：e5400（芯片：mt7628an-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：linksys-e5400（芯片：mt7628an-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：tplink-archer-c50-v4（芯片：mt7628an-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：kn-1221（芯片：mt7628an-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：keenetic-kn-1221（芯片：mt7628an-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：rut241（芯片：mt7628an-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：teltonika-rut241（芯片：mt7628an-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：wl-wn573hx1（芯片：mt7621-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：wavlink-wl-wn573hx1（芯片：mt7621-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：wax202（芯片：mt7621-soc）
[2025-07-30 07:43:07] ℹ️ 提取设备：netgear-wax202（芯片：mt7621-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：tplink-archer-c20-v5（芯片：mt7628an-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：re-sp-01b（芯片：mt7621-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：jdcloud-re-sp-01b（芯片：mt7621-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：dir-645（芯片：rt3883-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：dlink-dir-645（芯片：rt3883-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：wodesys（芯片：mt7621-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：wd-r1802u（芯片：mt7621-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：wodesys-wd-r1802u（芯片：mt7621-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：r36m-e4g（芯片：mt7620a-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：alfa-network-r36m-e4g（芯片：mt7620a-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：iptime-a3（芯片：mt7628an-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：x2（芯片：mt7620a-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：youku-x2（芯片：mt7620a-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：dap-1325（芯片：mt7628an-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：dlink-dap-1325-a1（芯片：mt7628an-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：nr7101（芯片：mt7621-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：zyxel-nr7101（芯片：mt7621-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：tl-wr842n（芯片：mt7628an-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：tplink-tl-wr842n-v5（芯片：mt7628an-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：pbr-d1（芯片：mt7628an-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：d-team-pbr-d1（芯片：mt7628an-soc）
[2025-07-30 07:43:08] ℹ️ 提取设备：re-cp-02（芯片：mt7621-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：jdcloud-re-cp-02（芯片：mt7621-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：wn-ac1167gr（芯片：mt7620a-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：iodata-wn-ac1167gr（芯片：mt7620a-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：mediatek-mt7620-i2s（芯片：mt7620a-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：a7000r（芯片：mt7621-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：totolink-a7000r（芯片：mt7621-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：wrc-1900gst（芯片：mt7621-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：elecom-wrc-1900gst（芯片：mt7621-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：kn-1212（芯片：mt7628an-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：keenetic-kn-1212（芯片：mt7628an-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：mzk-750dhp（芯片：mt7620a-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：planex-mzk-750dhp（芯片：mt7620a-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：iii（芯片：mt7620n-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：rev（芯片：mt7620n-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：a（芯片：mt7620n-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：zyxel-keenetic-lite-iii-a（芯片：mt7620n-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：miniembwifi（芯片：rt3052-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：omnima-miniembwifi（芯片：rt3052-soc）
[2025-07-30 07:43:09] ℹ️ 提取设备：tplink-tl-mr6400-v5（芯片：mt7628an-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：argus（芯片：rt3052-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：atp-52b（芯片：rt3052-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：argus-atp-52b（芯片：rt3052-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：wrc-2533gst（芯片：mt7621-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：elecom-wrc-2533gst（芯片：mt7621-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：wl-wn577a2（芯片：mt7628an-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：wavlink-wl-wn577a2（芯片：mt7628an-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：maginon-wlr-755（芯片：mt7628an-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：v225（芯片：mt7620a-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：newer（芯片：mt7620a-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：phicomm-k2-v225（芯片：mt7620a-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：4（芯片：mt7621-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：xiaomi-mi-router-4（芯片：mt7621-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：linksys-ea7300-v1（芯片：mt7621-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：3a（芯片：mt7628an-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：xiaomi-miwifi-3a（芯片：mt7628an-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：belkin-f5d8235-v1（芯片：rt2880-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：pci1033-0035（芯片：rt2880-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：pci1033-00e0（芯片：rt2880-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：3c（芯片：mt7628an-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：xiaomi-miwifi-3c（芯片：mt7628an-soc）
[2025-07-30 07:43:10] ℹ️ 提取设备：tha-103ac（芯片：mt7620a-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：trendnet-tha103ac（芯片：mt7620a-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：br-6478ac（芯片：mt7620a-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：edimax-br-6478ac-v2（芯片：mt7620a-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：asiarf-awm002-evb（芯片：rt5350-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：adslr（芯片：mt7621-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：g7（芯片：mt7621-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：adslr-g7（芯片：mt7621-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：rt-n14u（芯片：mt7620n-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：asus-rt-n14u（芯片：mt7620n-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：tl-mr3020（芯片：mt7628an-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：tplink-tl-mr3020-v3（芯片：mt7628an-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：comfast-cf-wr758ac（芯片：mt7628an-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：wrc-1750gsv（芯片：mt7621-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：elecom-wrc-1750gsv（芯片：mt7621-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：wifire（芯片：mt7621-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：s1500nbn（芯片：mt7621-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：wifire-s1500-nbn（芯片：mt7621-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：esr600h（芯片：rt3883-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：engenius-esr600h（芯片：rt3883-soc）
[2025-07-30 07:43:11] ℹ️ 提取设备：loader-name（芯片：ramips）
[2025-07-30 07:43:12] ℹ️ 提取设备：basename（芯片：ramips）
[2025-07-30 07:43:12] ℹ️ 提取设备：notdir（芯片：ramips）
[2025-07-30 07:43:12] ℹ️ 提取设备：rt-n12p（芯片：mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
mt
